Horodatage; IDC 12102954 | Consommation | EA, Courbe Origine, Pertes incluses
31/01/2022 15:20:00;327,000
31/01/2022 15:30:00;318,000
31/01/2022 15:40:00;305,000
31/01/2022 15:50:00;280,000
31/01/2022 16:00:00;290,000
31/01/2022 16:10:00;314,000
31/01/2022 16:20:00;327,000
31/01/2022 16:30:00;340,000
31/01/2022 16:40:00;330,000
31/01/2022 16:50:00;324,000
31/01/2022 17:00:00;306,000
31/01/2022 17:10:00;270,000
31/01/2022 17:20:00;270,000
31/01/2022 17:30:00;283,000
31/01/2022 17:40:00;271,000
31/01/2022 17:50:00;238,000
31/01/2022 18:00:00;196,000
31/01/2022 18:10:00;196,000
31/01/2022 18:20:00;177,000
31/01/2022 18:30:00;166,000
31/01/2022 18:40:00;170,000
31/01/2022 18:50:00;179,000
31/01/2022 19:00:00;177,000
31/01/2022 19:10:00;167,000
31/01/2022 19:20:00;148,000
31/01/2022 19:30:00;139,000
31/01/2022 19:40:00;144,000
31/01/2022 19:50:00;144,000
31/01/2022 20:00:00;140,000
31/01/2022 20:10:00;140,000
31/01/2022 20:20:00;136,000
31/01/2022 20:30:00;138,000
31/01/2022 20:40:00;141,000
31/01/2022 20:50:00;136,000
31/01/2022 21:00:00;127,000
31/01/2022 21:10:00;129,000
31/01/2022 21:20:00;127,000
31/01/2022 21:30:00;129,000
31/01/2022 21:40:00;127,000
31/01/2022 21:50:00;128,000
31/01/2022 22:00:00;127,000
31/01/2022 22:10:00;126,000
31/01/2022 22:20:00;128,000
31/01/2022 22:30:00;130,000
31/01/2022 22:40:00;128,000
31/01/2022 22:50:00;129,000
31/01/2022 23:00:00;122,000
31/01/2022 23:10:00;126,000
31/01/2022 23:20:00;120,000
31/01/2022 23:30:00;114,000
31/01/2022 23:40:00;116,000
31/01/2022 23:50:00;115,000
01/02/2022 00:00:00;121,000
01/02/2022 00:10:00;116,000
01/02/2022 00:20:00;115,000
01/02/2022 00:30:00;116,000
01/02/2022 00:40:00;116,000
01/02/2022 00:50:00;111,000
01/02/2022 01:00:00;110,000
01/02/2022 01:10:00;111,000
01/02/2022 01:20:00;115,000
01/02/2022 01:30:00;113,000
01/02/2022 01:40:00;113,000
01/02/2022 01:50:00;113,000
01/02/2022 02:00:00;115,000
01/02/2022 02:10:00;112,000
01/02/2022 02:20:00;115,000
01/02/2022 02:30:00;112,000
01/02/2022 02:40:00;120,000
01/02/2022 02:50:00;111,000
01/02/2022 03:00:00;113,000
01/02/2022 03:10:00;113,000
01/02/2022 03:20:00;115,000
01/02/2022 03:30:00;122,000
01/02/2022 03:40:00;121,000
01/02/2022 03:50:00;123,000
01/02/2022 04:00:00;121,000
01/02/2022 04:10:00;119,000
01/02/2022 04:20:00;118,000
01/02/2022 04:30:00;120,000
01/02/2022 04:40:00;121,000
01/02/2022 04:50:00;126,000
01/02/2022 05:00:00;126,000
01/02/2022 05:10:00;127,000
01/02/2022 05:20:00;124,000
01/02/2022 05:30:00;140,000
01/02/2022 05:40:00;189,000
01/02/2022 05:50:00;205,000
01/02/2022 06:00:00;241,000
01/02/2022 06:10:00;278,000
01/02/2022 06:20:00;269,000
01/02/2022 06:30:00;250,000
01/02/2022 06:40:00;245,000
01/02/2022 06:50:00;253,000
01/02/2022 07:00:00;267,000
01/02/2022 07:10:00;275,000
01/02/2022 07:20:00;306,000
01/02/2022 07:30:00;319,000
01/02/2022 07:40:00;311,000
01/02/2022 07:50:00;330,000
01/02/2022 08:00:00;352,000
01/02/2022 08:10:00;342,000
01/02/2022 08:20:00;346,000
01/02/2022 08:30:00;417,000
01/02/2022 08:40:00;387,000
01/02/2022 08:50:00;375,000
01/02/2022 09:00:00;357,000
01/02/2022 09:10:00;391,000
01/02/2022 09:20:00;426,000
01/02/2022 09:30:00;411,000
01/02/2022 09:40:00;413,000
01/02/2022 09:50:00;338,000
01/02/2022 10:00:00;343,000
01/02/2022 10:10:00;362,000
01/02/2022 10:20:00;368,000
01/02/2022 10:30:00;354,000
01/02/2022 10:40:00;340,000
01/02/2022 10:50:00;350,000
01/02/2022 11:00:00;350,000
01/02/2022 11:10:00;345,000
01/02/2022 11:20:00;380,000
01/02/2022 11:30:00;375,000
01/02/2022 11:40:00;382,000
01/02/2022 11:50:00;399,000
01/02/2022 12:00:00;328,000
01/02/2022 12:10:00;318,000
01/02/2022 12:20:00;313,000
01/02/2022 12:30:00;315,000
01/02/2022 12:40:00;314,000
01/02/2022 12:50:00;309,000
01/02/2022 13:00:00;310,000
01/02/2022 13:10:00;309,000
01/02/2022 13:20:00;312,000
01/02/2022 13:30:00;334,000
01/02/2022 13:40:00;304,000
01/02/2022 13:50:00;295,000
01/02/2022 14:00:00;299,000
01/02/2022 14:10:00;315,000
01/02/2022 14:20:00;318,000
01/02/2022 14:30:00;329,000
01/02/2022 14:40:00;309,000
01/02/2022 14:50:00;298,000
01/02/2022 15:00:00;280,000
01/02/2022 15:10:00;309,000
01/02/2022 15:20:00;319,000
01/02/2022 15:30:00;335,000
01/02/2022 15:40:00;319,000
01/02/2022 15:50:00;307,000
01/02/2022 16:00:00;329,000
01/02/2022 16:10:00;336,000
01/02/2022 16:20:00;344,000
01/02/2022 16:30:00;333,000
01/02/2022 16:40:00;312,000
01/02/2022 16:50:00;325,000
01/02/2022 17:00:00;328,000
01/02/2022 17:10:00;314,000
01/02/2022 17:20:00;302,000
01/02/2022 17:30:00;291,000
01/02/2022 17:40:00;268,000
01/02/2022 17:50:00;234,000
01/02/2022 18:00:00;214,000
01/02/2022 18:10:00;205,000
01/02/2022 18:20:00;192,000
01/02/2022 18:30:00;196,000
01/02/2022 18:40:00;188,000
01/02/2022 18:50:00;186,000
01/02/2022 19:00:00;190,000
01/02/2022 19:10:00;198,000
01/02/2022 19:20:00;184,000
01/02/2022 19:30:00;154,000
01/02/2022 19:40:00;156,000
01/02/2022 19:50:00;155,000
01/02/2022 20:00:00;154,000
01/02/2022 20:10:00;148,000
01/02/2022 20:20:00;150,000
01/02/2022 20:30:00;151,000
01/02/2022 20:40:00;153,000
01/02/2022 20:50:00;146,000
01/02/2022 21:00:00;147,000
01/02/2022 21:10:00;140,000
01/02/2022 21:20:00;139,000
01/02/2022 21:30:00;139,000
01/02/2022 21:40:00;136,000
01/02/2022 21:50:00;128,000
01/02/2022 22:00:00;135,000
01/02/2022 22:10:00;130,000
01/02/2022 22:20:00;124,000
01/02/2022 22:30:00;123,000
01/02/2022 22:40:00;120,000
01/02/2022 22:50:00;121,000
01/02/2022 23:00:00;120,000
01/02/2022 23:10:00;126,000
01/02/2022 23:20:00;117,000
01/02/2022 23:30:00;112,000
01/02/2022 23:40:00;111,000
01/02/2022 23:50:00;112,000
02/02/2022 00:00:00;110,000
02/02/2022 00:10:00;114,000
02/02/2022 00:20:00;111,000
02/02/2022 00:30:00;112,000
02/02/2022 00:40:00;112,000
02/02/2022 00:50:00;111,000
02/02/2022 01:00:00;109,000
02/02/2022 01:10:00;108,000
02/02/2022 01:20:00;107,000
02/02/2022 01:30:00;105,000
02/02/2022 01:40:00;103,000
02/02/2022 01:50:00;108,000
02/02/2022 02:00:00;105,000
02/02/2022 02:10:00;103,000
02/02/2022 02:20:00;110,000
02/02/2022 02:30:00;108,000
02/02/2022 02:40:00;106,000
02/02/2022 02:50:00;110,000
02/02/2022 03:00:00;104,000
02/02/2022 03:10:00;111,000
02/02/2022 03:20:00;106,000
02/02/2022 03:30:00;110,000
02/02/2022 03:40:00;111,000
02/02/2022 03:50:00;111,000
02/02/2022 04:00:00;107,000
02/02/2022 04:10:00;113,000
02/02/2022 04:20:00;110,000
02/02/2022 04:30:00;113,000
02/02/2022 04:40:00;107,000
02/02/2022 04:50:00;110,000
02/02/2022 05:00:00;113,000
02/02/2022 05:10:00;114,000
02/02/2022 05:20:00;121,000
02/02/2022 05:30:00;139,000
02/02/2022 05:40:00;174,000
02/02/2022 05:50:00;189,000
02/02/2022 06:00:00;208,000
02/02/2022 06:10:00;230,000
02/02/2022 06:20:00;219,000
02/02/2022 06:30:00;209,000
02/02/2022 06:40:00;221,000
02/02/2022 06:50:00;261,000
02/02/2022 07:00:00;287,000
02/02/2022 07:10:00;295,000
02/02/2022 07:20:00;300,000
02/02/2022 07:30:00;309,000
02/02/2022 07:40:00;291,000
02/02/2022 07:50:00;329,000
02/02/2022 08:00:00;349,000
02/02/2022 08:10:00;334,000
02/02/2022 08:20:00;354,000
02/02/2022 08:30:00;347,000
02/02/2022 08:40:00;366,000
02/02/2022 08:50:00;383,000
02/02/2022 09:00:00;358,000
02/02/2022 09:10:00;353,000
02/02/2022 09:20:00;361,000
02/02/2022 09:30:00;385,000
02/02/2022 09:40:00;376,000
02/02/2022 09:50:00;344,000
02/02/2022 10:00:00;358,000
02/02/2022 10:10:00;353,000
02/02/2022 10:20:00;348,000
02/02/2022 10:30:00;376,000
02/02/2022 10:40:00;361,000
02/02/2022 10:50:00;355,000
02/02/2022 11:00:00;348,000
02/02/2022 11:10:00;351,000
02/02/2022 11:20:00;336,000
02/02/2022 11:30:00;323,000
02/02/2022 11:40:00;334,000
02/02/2022 11:50:00;308,000
02/02/2022 12:00:00;283,000
02/02/2022 12:10:00;257,000
02/02/2022 12:20:00;248,000
02/02/2022 12:30:00;234,000
02/02/2022 12:40:00;236,000
02/02/2022 12:50:00;239,000
02/02/2022 13:00:00;248,000
02/02/2022 13:10:00;250,000
02/02/2022 13:20:00;242,000
02/02/2022 13:30:00;256,000
02/02/2022 13:40:00;246,000
02/02/2022 13:50:00;225,000
02/02/2022 14:00:00;223,000
02/02/2022 14:10:00;207,000
02/02/2022 14:20:00;229,000
02/02/2022 14:30:00;228,000
02/02/2022 14:40:00;216,000
02/02/2022 14:50:00;212,000
02/02/2022 15:00:00;216,000
02/02/2022 15:10:00;222,000
02/02/2022 15:20:00;205,000
02/02/2022 15:30:00;195,000
02/02/2022 15:40:00;193,000
02/02/2022 15:50:00;219,000
02/02/2022 16:00:00;219,000
02/02/2022 16:10:00;236,000
02/02/2022 16:20:00;230,000
02/02/2022 16:30:00;223,000
02/02/2022 16:40:00;207,000
02/02/2022 16:50:00;212,000
02/02/2022 17:00:00;197,000
02/02/2022 17:10:00;185,000
02/02/2022 17:20:00;186,000
02/02/2022 17:30:00;188,000
02/02/2022 17:40:00;175,000
02/02/2022 17:50:00;179,000
02/02/2022 18:00:00;164,000
02/02/2022 18:10:00;155,000
02/02/2022 18:20:00;158,000
02/02/2022 18:30:00;163,000
02/02/2022 18:40:00;149,000
02/02/2022 18:50:00;170,000
02/02/2022 19:00:00;165,000
02/02/2022 19:10:00;168,000
02/02/2022 19:20:00;145,000
02/02/2022 19:30:00;143,000
02/02/2022 19:40:00;140,000
02/02/2022 19:50:00;132,000
02/02/2022 20:00:00;125,000
02/02/2022 20:10:00;131,000
02/02/2022 20:20:00;130,000
02/02/2022 20:30:00;131,000
02/02/2022 20:40:00;131,000
02/02/2022 20:50:00;128,000
02/02/2022 21:00:00;125,000
02/02/2022 21:10:00;122,000
02/02/2022 21:20:00;125,000
02/02/2022 21:30:00;126,000
02/02/2022 21:40:00;119,000
02/02/2022 21:50:00;121,000
02/02/2022 22:00:00;117,000
02/02/2022 22:10:00;110,000
02/02/2022 22:20:00;115,000
02/02/2022 22:30:00;116,000
02/02/2022 22:40:00;115,000
02/02/2022 22:50:00;122,000
02/02/2022 23:00:00;118,000
02/02/2022 23:10:00;116,000
02/02/2022 23:20:00;115,000
02/02/2022 23:30:00;114,000
02/02/2022 23:40:00;112,000
02/02/2022 23:50:00;110,000
03/02/2022 00:00:00;121,000
03/02/2022 00:10:00;115,000
03/02/2022 00:20:00;117,000
03/02/2022 00:30:00;114,000
03/02/2022 00:40:00;121,000
03/02/2022 00:50:00;115,000
03/02/2022 01:00:00;108,000
03/02/2022 01:10:00;113,000
03/02/2022 01:20:00;112,000
03/02/2022 01:30:00;111,000
03/02/2022 01:40:00;112,000
03/02/2022 01:50:00;106,000
03/02/2022 02:00:00;109,000
03/02/2022 02:10:00;110,000
03/02/2022 02:20:00;108,000
03/02/2022 02:30:00;112,000
03/02/2022 02:40:00;111,000
03/02/2022 02:50:00;105,000
03/02/2022 03:00:00;105,000
03/02/2022 03:10:00;109,000
03/02/2022 03:20:00;104,000
03/02/2022 03:30:00;104,000
03/02/2022 03:40:00;108,000
03/02/2022 03:50:00;106,000
03/02/2022 04:00:00;112,000
03/02/2022 04:10:00;111,000
03/02/2022 04:20:00;107,000
03/02/2022 04:30:00;108,000
03/02/2022 04:40:00;110,000
03/02/2022 04:50:00;104,000
03/02/2022 05:00:00;112,000
03/02/2022 05:10:00;113,000
03/02/2022 05:20:00;117,000
03/02/2022 05:30:00;141,000
03/02/2022 05:40:00;160,000
03/02/2022 05:50:00;187,000
03/02/2022 06:00:00;225,000
03/02/2022 06:10:00;240,000
03/02/2022 06:20:00;234,000
03/02/2022 06:30:00;221,000
03/02/2022 06:40:00;251,000
03/02/2022 06:50:00;252,000
03/02/2022 07:00:00;255,000
03/02/2022 07:10:00;261,000
03/02/2022 07:20:00;271,000
03/02/2022 07:30:00;300,000
03/02/2022 07:40:00;312,000
03/02/2022 07:50:00;349,000
03/02/2022 08:00:00;363,000
03/02/2022 08:10:00;336,000
03/02/2022 08:20:00;349,000
03/02/2022 08:30:00;369,000
03/02/2022 08:40:00;404,000
03/02/2022 08:50:00;412,000
03/02/2022 09:00:00;389,000
03/02/2022 09:10:00;391,000
03/02/2022 09:20:00;392,000
03/02/2022 09:30:00;395,000
03/02/2022 09:40:00;404,000
03/02/2022 09:50:00;358,000
03/02/2022 10:00:00;367,000
03/02/2022 10:10:00;401,000
03/02/2022 10:20:00;404,000
03/02/2022 10:30:00;388,000
03/02/2022 10:40:00;373,000
03/02/2022 10:50:00;355,000
03/02/2022 11:00:00;352,000
03/02/2022 11:10:00;368,000
03/02/2022 11:20:00;364,000
03/02/2022 11:30:00;365,000
03/02/2022 11:40:00;370,000
03/02/2022 11:50:00;388,000
03/02/2022 12:00:00;356,000
03/02/2022 12:10:00;299,000
03/02/2022 12:20:00;304,000
03/02/2022 12:30:00;299,000
03/02/2022 12:40:00;293,000
03/02/2022 12:50:00;299,000
03/02/2022 13:00:00;305,000
03/02/2022 13:10:00;299,000
03/02/2022 13:20:00;294,000
03/02/2022 13:30:00;286,000
03/02/2022 13:40:00;272,000
03/02/2022 13:50:00;268,000
03/02/2022 14:00:00;281,000
03/02/2022 14:10:00;302,000
03/02/2022 14:20:00;307,000
03/02/2022 14:30:00;308,000
03/02/2022 14:40:00;313,000
03/02/2022 14:50:00;289,000
03/02/2022 15:00:00;285,000
03/02/2022 15:10:00;290,000
03/02/2022 15:20:00;301,000
03/02/2022 15:30:00;298,000
03/02/2022 15:40:00;289,000
03/02/2022 15:50:00;278,000
03/02/2022 16:00:00;300,000
03/02/2022 16:10:00;331,000
03/02/2022 16:20:00;321,000
03/02/2022 16:30:00;338,000
03/02/2022 16:40:00;313,000
03/02/2022 16:50:00;321,000
03/02/2022 17:00:00;295,000
03/02/2022 17:10:00;305,000
03/02/2022 17:20:00;278,000
03/02/2022 17:30:00;248,000
03/02/2022 17:40:00;268,000
03/02/2022 17:50:00;231,000
03/02/2022 18:00:00;208,000
03/02/2022 18:10:00;186,000
03/02/2022 18:20:00;183,000
03/02/2022 18:30:00;183,000
03/02/2022 18:40:00;171,000
03/02/2022 18:50:00;163,000
03/02/2022 19:00:00;172,000
03/02/2022 19:10:00;181,000
03/02/2022 19:20:00;167,000
03/02/2022 19:30:00;156,000
03/02/2022 19:40:00;150,000
03/02/2022 19:50:00;140,000
03/02/2022 20:00:00;143,000
03/02/2022 20:10:00;141,000
03/02/2022 20:20:00;146,000
03/02/2022 20:30:00;148,000
03/02/2022 20:40:00;151,000
03/02/2022 20:50:00;144,000
03/02/2022 21:00:00;132,000
03/02/2022 21:10:00;134,000
03/02/2022 21:20:00;137,000
03/02/2022 21:30:00;139,000
03/02/2022 21:40:00;134,000
03/02/2022 21:50:00;134,000
03/02/2022 22:00:00;125,000
03/02/2022 22:10:00;124,000
03/02/2022 22:20:00;120,000
03/02/2022 22:30:00;121,000
03/02/2022 22:40:00;122,000
03/02/2022 22:50:00;124,000
03/02/2022 23:00:00;117,000
03/02/2022 23:10:00;120,000
03/02/2022 23:20:00;117,000
03/02/2022 23:30:00;114,000
03/02/2022 23:40:00;108,000
03/02/2022 23:50:00;114,000
04/02/2022 00:00:00;117,000
04/02/2022 00:10:00;114,000
04/02/2022 00:20:00;119,000
04/02/2022 00:30:00;118,000
04/02/2022 00:40:00;118,000
04/02/2022 00:50:00;119,000
04/02/2022 01:00:00;110,000
04/02/2022 01:10:00;117,000
04/02/2022 01:20:00;107,000
04/02/2022 01:30:00;113,000
04/02/2022 01:40:00;110,000
04/02/2022 01:50:00;106,000
04/02/2022 02:00:00;112,000
04/02/2022 02:10:00;114,000
04/02/2022 02:20:00;111,000
04/02/2022 02:30:00;110,000
04/02/2022 02:40:00;110,000
04/02/2022 02:50:00;107,000
04/02/2022 03:00:00;109,000
04/02/2022 03:10:00;108,000
04/02/2022 03:20:00;115,000
04/02/2022 03:30:00;112,000
04/02/2022 03:40:00;115,000
04/02/2022 03:50:00;109,000
04/02/2022 04:00:00;116,000
04/02/2022 04:10:00;109,000
04/02/2022 04:20:00;112,000
04/02/2022 04:30:00;113,000
04/02/2022 04:40:00;112,000
04/02/2022 04:50:00;109,000
04/02/2022 05:00:00;114,000
04/02/2022 05:10:00;118,000
04/02/2022 05:20:00;118,000
04/02/2022 05:30:00;145,000
04/02/2022 05:40:00;175,000
04/02/2022 05:50:00;197,000
04/02/2022 06:00:00;238,000
04/02/2022 06:10:00;258,000
04/02/2022 06:20:00;230,000
04/02/2022 06:30:00;218,000
04/02/2022 06:40:00;225,000
04/02/2022 06:50:00;271,000
04/02/2022 07:00:00;289,000
04/02/2022 07:10:00;270,000
04/02/2022 07:20:00;278,000
04/02/2022 07:30:00;274,000
04/02/2022 07:40:00;279,000
04/02/2022 07:50:00;290,000
04/02/2022 08:00:00;302,000
04/02/2022 08:10:00;304,000
04/02/2022 08:20:00;298,000
04/02/2022 08:30:00;355,000
04/02/2022 08:40:00;387,000
04/02/2022 08:50:00;348,000
04/02/2022 09:00:00;347,000
04/02/2022 09:10:00;383,000
04/02/2022 09:20:00;368,000
04/02/2022 09:30:00;341,000
04/02/2022 09:40:00;343,000
04/02/2022 09:50:00;336,000
04/02/2022 10:00:00;344,000
04/02/2022 10:10:00;364,000
04/02/2022 10:20:00;349,000
04/02/2022 10:30:00;359,000
04/02/2022 10:40:00;325,000
04/02/2022 10:50:00;318,000
04/02/2022 11:00:00;312,000
04/02/2022 11:10:00;327,000
04/02/2022 11:20:00;333,000
04/02/2022 11:30:00;324,000
04/02/2022 11:40:00;338,000
04/02/2022 11:50:00;310,000
04/02/2022 12:00:00;303,000
04/02/2022 12:10:00;289,000
04/02/2022 12:20:00;282,000
04/02/2022 12:30:00;293,000
04/02/2022 12:40:00;270,000
04/02/2022 12:50:00;276,000
04/02/2022 13:00:00;285,000
04/02/2022 13:10:00;300,000
04/02/2022 13:20:00;300,000
04/02/2022 13:30:00;297,000
04/02/2022 13:40:00;287,000
04/02/2022 13:50:00;271,000
04/02/2022 14:00:00;281,000
04/02/2022 14:10:00;298,000
04/02/2022 14:20:00;274,000
04/02/2022 14:30:00;272,000
04/02/2022 14:40:00;266,000
04/02/2022 14:50:00;270,000
04/02/2022 15:00:00;263,000
04/02/2022 15:10:00;270,000
04/02/2022 15:20:00;271,000
04/02/2022 15:30:00;247,000
04/02/2022 15:40:00;229,000
04/02/2022 15:50:00;208,000
04/02/2022 16:00:00;228,000
04/02/2022 16:10:00;243,000
04/02/2022 16:20:00;250,000
04/02/2022 16:30:00;250,000
04/02/2022 16:40:00;236,000
04/02/2022 16:50:00;232,000
04/02/2022 17:00:00;215,000
04/02/2022 17:10:00;207,000
04/02/2022 17:20:00;193,000
04/02/2022 17:30:00;173,000
04/02/2022 17:40:00;173,000
04/02/2022 17:50:00;151,000
04/02/2022 18:00:00;133,000
04/02/2022 18:10:00;128,000
04/02/2022 18:20:00;120,000
04/02/2022 18:30:00;122,000
04/02/2022 18:40:00;124,000
04/02/2022 18:50:00;120,000
04/02/2022 19:00:00;123,000
04/02/2022 19:10:00;124,000
04/02/2022 19:20:00;130,000
04/02/2022 19:30:00;127,000
04/02/2022 19:40:00;130,000
04/02/2022 19:50:00;129,000
04/02/2022 20:00:00;126,000
04/02/2022 20:10:00;130,000
04/02/2022 20:20:00;134,000
04/02/2022 20:30:00;128,000
04/02/2022 20:40:00;128,000
04/02/2022 20:50:00;128,000
04/02/2022 21:00:00;123,000
04/02/2022 21:10:00;118,000
04/02/2022 21:20:00;123,000
04/02/2022 21:30:00;124,000
04/02/2022 21:40:00;117,000
04/02/2022 21:50:00;118,000
04/02/2022 22:00:00;112,000
04/02/2022 22:10:00;117,000
04/02/2022 22:20:00;114,000
04/02/2022 22:30:00;118,000
04/02/2022 22:40:00;111,000
04/02/2022 22:50:00;111,000
04/02/2022 23:00:00;115,000
04/02/2022 23:10:00;111,000
04/02/2022 23:20:00;107,000
04/02/2022 23:30:00;103,000
04/02/2022 23:40:00;99,000
04/02/2022 23:50:00;98,000
05/02/2022 00:00:00;102,000
05/02/2022 00:10:00;102,000
05/02/2022 00:20:00;105,000
05/02/2022 00:30:00;106,000
05/02/2022 00:40:00;108,000
05/02/2022 00:50:00;103,000
05/02/2022 01:00:00;107,000
05/02/2022 01:10:00;104,000
05/02/2022 01:20:00;101,000
05/02/2022 01:30:00;102,000
05/02/2022 01:40:00;103,000
05/02/2022 01:50:00;100,000
05/02/2022 02:00:00;105,000
05/02/2022 02:10:00;100,000
05/02/2022 02:20:00;104,000
05/02/2022 02:30:00;108,000
05/02/2022 02:40:00;108,000
05/02/2022 02:50:00;103,000
05/02/2022 03:00:00;113,000
05/02/2022 03:10:00;113,000
05/02/2022 03:20:00;108,000
05/02/2022 03:30:00;111,000
05/02/2022 03:40:00;118,000
05/02/2022 03:50:00;115,000
05/02/2022 04:00:00;116,000
05/02/2022 04:10:00;117,000
05/02/2022 04:20:00;122,000
05/02/2022 04:30:00;110,000
05/02/2022 04:40:00;112,000
05/02/2022 04:50:00;113,000
05/02/2022 05:00:00;115,000
05/02/2022 05:10:00;116,000
05/02/2022 05:20:00;119,000
05/02/2022 05:30:00;110,000
05/02/2022 05:40:00;113,000
05/02/2022 05:50:00;110,000
05/02/2022 06:00:00;114,000
05/02/2022 06:10:00;121,000
05/02/2022 06:20:00;118,000
05/02/2022 06:30:00;116,000
05/02/2022 06:40:00;112,000
05/02/2022 06:50:00;107,000
05/02/2022 07:00:00;114,000
05/02/2022 07:10:00;113,000
05/02/2022 07:20:00;115,000
05/02/2022 07:30:00;117,000
05/02/2022 07:40:00;112,000
05/02/2022 07:50:00;111,000
05/02/2022 08:00:00;114,000
05/02/2022 08:10:00;112,000
05/02/2022 08:20:00;115,000
05/02/2022 08:30:00;112,000
05/02/2022 08:40:00;115,000
05/02/2022 08:50:00;113,000
05/02/2022 09:00:00;114,000
05/02/2022 09:10:00;110,000
05/02/2022 09:20:00;109,000
05/02/2022 09:30:00;106,000
05/02/2022 09:40:00;110,000
05/02/2022 09:50:00;109,000
05/02/2022 10:00:00;112,000
05/02/2022 10:10:00;113,000
05/02/2022 10:20:00;115,000
05/02/2022 10:30:00;113,000
05/02/2022 10:40:00;111,000
05/02/2022 10:50:00;110,000
05/02/2022 11:00:00;114,000
05/02/2022 11:10:00;111,000
05/02/2022 11:20:00;113,000
05/02/2022 11:30:00;109,000
05/02/2022 11:40:00;109,000
05/02/2022 11:50:00;107,000
05/02/2022 12:00:00;109,000
05/02/2022 12:10:00;106,000
05/02/2022 12:20:00;110,000
05/02/2022 12:30:00;105,000
05/02/2022 12:40:00;102,000
05/02/2022 12:50:00;107,000
05/02/2022 13:00:00;105,000
05/02/2022 13:10:00;106,000
05/02/2022 13:20:00;107,000
05/02/2022 13:30:00;111,000
05/02/2022 13:40:00;108,000
05/02/2022 13:50:00;108,000
05/02/2022 14:00:00;105,000
05/02/2022 14:10:00;104,000
05/02/2022 14:20:00;103,000
05/02/2022 14:30:00;100,000
05/02/2022 14:40:00;100,000
05/02/2022 14:50:00;96,000
05/02/2022 15:00:00;102,000
05/02/2022 15:10:00;101,000
05/02/2022 15:20:00;97,000
05/02/2022 15:30:00;97,000
05/02/2022 15:40:00;96,000
05/02/2022 15:50:00;95,000
05/02/2022 16:00:00;95,000
05/02/2022 16:10:00;98,000
05/02/2022 16:20:00;100,000
05/02/2022 16:30:00;99,000
05/02/2022 16:40:00;101,000
05/02/2022 16:50:00;99,000
05/02/2022 17:00:00;99,000
05/02/2022 17:10:00;101,000
05/02/2022 17:20:00;103,000
05/02/2022 17:30:00;100,000
05/02/2022 17:40:00;102,000
05/02/2022 17:50:00;105,000
05/02/2022 18:00:00;107,000
05/02/2022 18:10:00;104,000
05/02/2022 18:20:00;113,000
05/02/2022 18:30:00;114,000
05/02/2022 18:40:00;111,000
05/02/2022 18:50:00;114,000
05/02/2022 19:00:00;117,000
05/02/2022 19:10:00;111,000
05/02/2022 19:20:00;116,000
05/02/2022 19:30:00;122,000
05/02/2022 19:40:00;125,000
05/02/2022 19:50:00;120,000
05/02/2022 20:00:00;120,000
05/02/2022 20:10:00;118,000
05/02/2022 20:20:00;112,000
05/02/2022 20:30:00;111,000
05/02/2022 20:40:00;110,000
05/02/2022 20:50:00;107,000
05/02/2022 21:00:00;105,000
05/02/2022 21:10:00;110,000
05/02/2022 21:20:00;105,000
05/02/2022 21:30:00;115,000
05/02/2022 21:40:00;108,000
05/02/2022 21:50:00;112,000
05/02/2022 22:00:00;101,000
05/02/2022 22:10:00;103,000
05/02/2022 22:20:00;101,000
05/02/2022 22:30:00;105,000
05/02/2022 22:40:00;106,000
05/02/2022 22:50:00;109,000
05/02/2022 23:00:00;101,000
05/02/2022 23:10:00;105,000
05/02/2022 23:20:00;100,000
05/02/2022 23:30:00;109,000
05/02/2022 23:40:00;107,000
05/02/2022 23:50:00;109,000
06/02/2022 00:00:00;112,000
06/02/2022 00:10:00;113,000
06/02/2022 00:20:00;110,000
06/02/2022 00:30:00;102,000
06/02/2022 00:40:00;104,000
06/02/2022 00:50:00;109,000
06/02/2022 01:00:00;108,000
06/02/2022 01:10:00;110,000
06/02/2022 01:20:00;104,000
06/02/2022 01:30:00;108,000
06/02/2022 01:40:00;101,000
06/02/2022 01:50:00;100,000
06/02/2022 02:00:00;100,000
06/02/2022 02:10:00;100,000
06/02/2022 02:20:00;100,000
06/02/2022 02:30:00;105,000
06/02/2022 02:40:00;102,000
06/02/2022 02:50:00;106,000
06/02/2022 03:00:00;103,000
06/02/2022 03:10:00;105,000
06/02/2022 03:20:00;104,000
06/02/2022 03:30:00;105,000
06/02/2022 03:40:00;110,000
06/02/2022 03:50:00;102,000
06/02/2022 04:00:00;102,000
06/02/2022 04:10:00;105,000
06/02/2022 04:20:00;102,000
06/02/2022 04:30:00;110,000
06/02/2022 04:40:00;103,000
06/02/2022 04:50:00;109,000
06/02/2022 05:00:00;113,000
06/02/2022 05:10:00;109,000
06/02/2022 05:20:00;113,000
06/02/2022 05:30:00;109,000
06/02/2022 05:40:00;106,000
06/02/2022 05:50:00;107,000
06/02/2022 06:00:00;104,000
06/02/2022 06:10:00;112,000
06/02/2022 06:20:00;111,000
06/02/2022 06:30:00;112,000
06/02/2022 06:40:00;117,000
06/02/2022 06:50:00;114,000
06/02/2022 07:00:00;117,000
06/02/2022 07:10:00;117,000
06/02/2022 07:20:00;113,000
06/02/2022 07:30:00;115,000
06/02/2022 07:40:00;114,000
06/02/2022 07:50:00;111,000
06/02/2022 08:00:00;116,000
