0,47.388888888888886
1,48.75471698113208
2,50.132075471698116
3,48.37735849056604
4,51.83018867924528
5,61.735849056603776
6,67.0925925925926
7,73.16981132075472
8,65.90566037735849
9,67.90566037735849
10,71.32075471698113
11,64.26415094339623
12,63.22222222222222
13,63.83018867924528
14,59.528301886792455
15,57.283018867924525
16,54.18867924528302
17,50.79245283018868
18,49.611111111111114
19,51.339622641509436
20,50.0
21,47.84905660377358
22,65.56603773584905
23,56.22641509433962
0,47.388888888888886
1,48.75471698113208
2,50.132075471698116
3,48.37735849056604
4,51.83018867924528
5,61.735849056603776
6,67.0925925925926
7,73.16981132075472
8,65.90566037735849
9,67.90566037735849
10,71.32075471698113
11,64.26415094339623
12,63.22222222222222
13,63.83018867924528
14,59.528301886792455
15,57.283018867924525
16,54.18867924528302
17,50.79245283018868
18,49.611111111111114
19,51.339622641509436
20,50.0
21,47.84905660377358
22,65.56603773584905
23,56.22641509433962
0,47.388888888888886
1,48.75471698113208
2,50.132075471698116
3,48.37735849056604
4,51.83018867924528
5,61.735849056603776
6,67.0925925925926
7,73.16981132075472
8,65.90566037735849
9,67.90566037735849
10,71.32075471698113
11,64.26415094339623
12,63.22222222222222
13,63.83018867924528
14,59.528301886792455
15,57.283018867924525
16,54.18867924528302
17,50.79245283018868
18,49.611111111111114
19,51.339622641509436
20,50.0
21,47.84905660377358
22,65.56603773584905
23,56.22641509433962
0,47.388888888888886
1,48.75471698113208
2,50.132075471698116
3,48.37735849056604
4,51.83018867924528
5,61.735849056603776
6,67.0925925925926
7,73.16981132075472
8,65.90566037735849
9,67.90566037735849
10,71.32075471698113
11,64.26415094339623
12,63.22222222222222
13,63.83018867924528
14,59.528301886792455
15,57.283018867924525
16,54.18867924528302
17,50.79245283018868
18,49.611111111111114
19,51.339622641509436
20,50.0
21,47.84905660377358
22,65.56603773584905
23,56.22641509433962
0,47.388888888888886
1,48.75471698113208
2,50.132075471698116
3,48.37735849056604
4,51.83018867924528
5,61.735849056603776
6,67.0925925925926
7,73.16981132075472
8,65.90566037735849
9,67.90566037735849
10,71.32075471698113
11,64.26415094339623
12,63.22222222222222
13,63.83018867924528
14,59.528301886792455
15,57.283018867924525
16,54.18867924528302
17,50.79245283018868
18,49.611111111111114
19,51.339622641509436
20,50.0
21,47.84905660377358
22,65.56603773584905
23,56.22641509433962
0,47.388888888888886
1,48.75471698113208
2,50.132075471698116
3,48.37735849056604
4,51.83018867924528
5,61.735849056603776
6,67.0925925925926
7,73.16981132075472
8,65.90566037735849
9,67.90566037735849
10,71.32075471698113
11,64.26415094339623
12,63.22222222222222
13,63.83018867924528
14,59.528301886792455
15,57.283018867924525
16,54.18867924528302
17,50.79245283018868
18,49.611111111111114
19,51.339622641509436
20,50.0
21,47.84905660377358
22,65.56603773584905
23,56.22641509433962
0,47.388888888888886
1,48.75471698113208
2,50.132075471698116
3,48.37735849056604
4,51.83018867924528
5,61.735849056603776
6,67.0925925925926
7,73.16981132075472
8,65.90566037735849
9,67.90566037735849
10,71.32075471698113
11,64.26415094339623
12,63.22222222222222
13,63.83018867924528
14,59.528301886792455
15,57.283018867924525
16,54.18867924528302
17,50.79245283018868
18,49.611111111111114
19,51.339622641509436
20,50.0
21,47.84905660377358
22,65.56603773584905
23,56.22641509433962
